Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
30,"[ExplorerFrame.dll]",23,0,0.06,0.00,"ExplorerFrame.dll",
31,"[user32.dll]",15,2,0.04,0.00,"user32.dll",
32,"[ExplorerFrame.dll]",13,0,0.03,0.00,"ExplorerFrame.dll",
33,"[ExplorerFrame.dll]",12,0,0.03,0.00,"ExplorerFrame.dll",
34,"[comctl32.dll]",12,0,0.03,0.00,"comctl32.dll",
35,"[atlthunk.dll]",8,0,0.02,0.00,"atlthunk.dll",
36,"[duser.dll]",8,0,0.02,0.00,"duser.dll",
37,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
38,"[shell32.dll]",8,8,0.02,0.02,"shell32.dll",
35,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
36,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
37,"[comctl32.dll]",4,4,0.01,0.01,"comctl32.dll",
33,"[kernel32.dll]",1,1,0.00,0.00,"kernel32.dll",
31,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
32,"[user32.dll]",8,0,0.02,0.00,"user32.dll",
33,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
34,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
35,"[comctl32.dll]",8,1,0.02,0.00,"comctl32.dll",
36,"[atlthunk.dll]",7,0,0.02,0.00,"atlthunk.dll",
37,"[duser.dll]",7,0,0.02,0.00,"duser.dll",
38,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
39,"[shell32.dll]",5,5,0.01,0.01,"shell32.dll",
38,"[user32.dll]",2,1,0.00,0.00,"user32.dll",
39,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
40,"[comctl32.dll]",1,0,0.00,0.00,"comctl32.dll",
41,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
42,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
43,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
44,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
45,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
28,"[DropboxExt.26.0.dll]",3,0,0.01,0.00,"DropboxExt.26.0.dll",
29,"[windows.storage.dll]",3,3,0.01,0.01,"windows.storage.dll",
21,"[dui70.dll]",7,0,0.02,0.00,"dui70.dll",
22,"[shell32.dll]",7,7,0.02,0.02,"shell32.dll",
15,"[comdlg32.dll]",4,0,0.01,0.00,"comdlg32.dll",
16,"[windows.storage.dll]",4,4,0.01,0.01,"windows.storage.dll",
12,"[uxtheme.dll]",16,5,0.04,0.01,"uxtheme.dll",
13,"[ExplorerFrame.dll]",11,0,0.03,0.00,"ExplorerFrame.dll",
14,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
15,"[uxtheme.dll]",4,0,0.01,0.00,"uxtheme.dll",
16,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
17,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
18,"[comctl32.dll]",4,4,0.01,0.01,"comctl32.dll",
15,"[comctl32.dll]",2,2,0.00,0.00,"comctl32.dll",
14,"[uxtheme.dll]",5,2,0.01,0.00,"uxtheme.dll",
15,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
16,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
17,"[comctl32.dll]",3,2,0.01,0.00,"comctl32.dll",
18,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
19,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
20,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
12,"[win32u.dll]",7,7,0.02,0.02,"win32u.dll",
12,"[user32.dll]",5,3,0.01,0.01,"user32.dll",
13,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
14,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
15,"[comctl32.dll]",2,2,0.00,0.00,"comctl32.dll",
12,"[shell32.dll]",2,2,0.00,0.00,"shell32.dll",
12,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
11,"[uxtheme.dll]",54,12,0.13,0.03,"uxtheme.dll",
12,"[ExplorerFrame.dll]",42,0,0.10,0.00,"ExplorerFrame.dll",
13,"[ExplorerFrame.dll]",42,0,0.10,0.00,"ExplorerFrame.dll",
14,"[comctl32.dll]",33,28,0.08,0.07,"comctl32.dll",
15,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
16,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
17,"[uxtheme.dll]",5,5,0.01,0.01,"uxtheme.dll",
14,"[uxtheme.dll]",9,0,0.02,0.00,"uxtheme.dll",
15,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
16,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
17,"[uxtheme.dll]",5,1,0.01,0.00,"uxtheme.dll",
18,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
19,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
20,"[comctl32.dll]",4,4,0.01,0.01,"comctl32.dll",
16,"[uxtheme.dll]",4,0,0.01,0.00,"uxtheme.dll",
17,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
18,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
19,"[comctl32.dll]",4,4,0.01,0.01,"comctl32.dll",
11,"[user32.dll]",18,0,0.04,0.00,"user32.dll",
12,"[ExplorerFrame.dll]",18,0,0.04,0.00,"ExplorerFrame.dll",
13,"[comctl32.dll]",18,0,0.04,0.00,"comctl32.dll",
14,"[duser.dll]",18,0,0.04,0.00,"duser.dll",
15,"[duser.dll]",18,0,0.04,0.00,"duser.dll",
16,"[duser.dll]",18,0,0.04,0.00,"duser.dll",
17,"[duser.dll]",18,0,0.04,0.00,"duser.dll",
18,"[duser.dll]",18,0,0.04,0.00,"duser.dll",
19,"[duser.dll]",18,0,0.04,0.00,"duser.dll",
20,"[duser.dll]",18,0,0.04,0.00,"duser.dll",
21,"[duser.dll]",18,0,0.04,0.00,"duser.dll",
22,"[duser.dll]",18,0,0.04,0.00,"duser.dll",
23,"[dui70.dll]",18,0,0.04,0.00,"dui70.dll",
24,"[ExplorerFrame.dll]",16,0,0.04,0.00,"ExplorerFrame.dll",
25,"[uxtheme.dll]",15,3,0.04,0.01,"uxtheme.dll",
26,"[ExplorerFrame.dll]",12,0,0.03,0.00,"ExplorerFrame.dll",
27,"[uxtheme.dll]",10,1,0.02,0.00,"uxtheme.dll",
28,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
29,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
30,"[uxtheme.dll]",9,2,0.02,0.00,"uxtheme.dll",
31,"[ExplorerFrame.dll]",7,0,0.02,0.00,"ExplorerFrame.dll",
32,"[uxtheme.dll]",7,1,0.02,0.00,"uxtheme.dll",
33,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
34,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
35,"[comctl32.dll]",6,4,0.01,0.01,"comctl32.dll",
36,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
37,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
37,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
38,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
27,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
28,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
25,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
24,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
25,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
26,"[uxtheme.dll]",2,2,0.00,0.00,"uxtheme.dll",
11,"[comctl32.dll]",11,5,0.03,0.01,"comctl32.dll",
12,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
13,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
14,"[user32.dll]",6,0,0.01,0.00,"user32.dll",
15,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
16,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
17,"[uxtheme.dll]",5,0,0.01,0.00,"uxtheme.dll",
18,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
19,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
20,"[uxtheme.dll]",5,1,0.01,0.00,"uxtheme.dll",
21,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
22,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
23,"[uxtheme.dll]",4,2,0.01,0.00,"uxtheme.dll",
24,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
25,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
26,"[comctl32.dll]",2,1,0.00,0.00,"comctl32.dll",
27,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
28,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
16,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
11,"[win32u.dll]",10,10,0.02,0.02,"win32u.dll",
11,"[kernel32.dll]",2,2,0.00,0.00,"kernel32.dll",
10,"[duser.dll]","1,144",1,2.74,0.00,"duser.dll",
11,"[duser.dll]","1,087",1,2.60,0.00,"duser.dll",
12,"[duser.dll]","1,003",1,2.40,0.00,"duser.dll",
13,"[duser.dll]",992,0,2.37,0.00,"duser.dll",
14,"[duser.dll]",945,0,2.26,0.00,"duser.dll",
15,"[duser.dll]",546,0,1.31,0.00,"duser.dll",
16,"[duser.dll]",524,0,1.25,0.00,"duser.dll",
17,"[duser.dll]",524,0,1.25,0.00,"duser.dll",
18,"[duser.dll]",520,0,1.24,0.00,"duser.dll",
19,"[duser.dll]",512,0,1.22,0.00,"duser.dll",
20,"[duser.dll]",508,0,1.22,0.00,"duser.dll",
21,"[duser.dll]",506,0,1.21,0.00,"duser.dll",
22,"[dui70.dll]",495,0,1.18,0.00,"dui70.dll",
23,"[dui70.dll]",495,0,1.18,0.00,"dui70.dll",
24,"[ntdll.dll]",492,0,1.18,0.00,"ntdll.dll",
25,"[ExplorerFrame.dll]",483,0,1.16,0.00,"ExplorerFrame.dll",
26,"[ExplorerFrame.dll]",483,0,1.16,0.00,"ExplorerFrame.dll",
27,"[comctl32.dll]",483,25,1.16,0.06,"comctl32.dll",
28,"[ExplorerFrame.dll]",295,0,0.71,0.00,"ExplorerFrame.dll",
29,"[ExplorerFrame.dll]",295,0,0.71,0.00,"ExplorerFrame.dll",
30,"[comctl32.dll]",295,0,0.71,0.00,"comctl32.dll",
31,"[duser.dll]",295,0,0.71,0.00,"duser.dll",
32,"[duser.dll]",295,0,0.71,0.00,"duser.dll",
33,"[duser.dll]",292,0,0.70,0.00,"duser.dll",
34,"[duser.dll]",291,0,0.70,0.00,"duser.dll",
35,"[duser.dll]",291,0,0.70,0.00,"duser.dll",
36,"[duser.dll]",291,0,0.70,0.00,"duser.dll",
37,"[duser.dll]",282,0,0.67,0.00,"duser.dll",
38,"[duser.dll]",282,0,0.67,0.00,"duser.dll",
39,"[duser.dll]",282,0,0.67,0.00,"duser.dll",
40,"[duser.dll]",282,0,0.67,0.00,"duser.dll",
41,"[duser.dll]",281,0,0.67,0.00,"duser.dll",
42,"[duser.dll]",281,0,0.67,0.00,"duser.dll",
43,"[duser.dll]",281,0,0.67,0.00,"duser.dll",
44,"[duser.dll]",281,0,0.67,0.00,"duser.dll",
45,"[duser.dll]",281,0,0.67,0.00,"duser.dll",
46,"[duser.dll]",281,0,0.67,0.00,"duser.dll",
47,"[duser.dll]",279,0,0.67,0.00,"duser.dll",
48,"[dui70.dll]",262,0,0.63,0.00,"dui70.dll",
49,"[ExplorerFrame.dll]",262,0,0.63,0.00,"ExplorerFrame.dll",
50,"[windows.storage.dll]",248,88,0.59,0.21,"windows.storage.dll",
51,"[thumbcache.dll]",114,0,0.27,0.00,"thumbcache.dll",
52,"[thumbcache.dll]",114,0,0.27,0.00,"thumbcache.dll",
53,"[thumbcache.dll]",114,0,0.27,0.00,"thumbcache.dll",
54,"[thumbcache.dll]",111,1,0.27,0.00,"thumbcache.dll",
55,"[thumbcache.dll]",93,1,0.22,0.00,"thumbcache.dll",
56,"[thumbcache.dll]",87,0,0.21,0.00,"thumbcache.dll",
57,"[thumbcache.dll]",43,0,0.10,0.00,"thumbcache.dll",
58,"[thumbcache.dll]",21,0,0.05,0.00,"thumbcache.dll",
59,"[thumbcache.dll]",18,1,0.04,0.00,"thumbcache.dll",
60,"[KernelBase.dll]",10,10,0.02,0.02,"KernelBase.dll",
60,"[thumbcache.dll]",6,1,0.01,0.00,"thumbcache.dll",
61,"[thumbcache.dll]",3,0,0.01,0.00,"thumbcache.dll",
62,"[thumbcache.dll]",2,0,0.00,0.00,"thumbcache.dll",
63,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
63,"[thumbcache.dll]",1,0,0.00,0.00,"thumbcache.dll",
64,"[thumbcache.dll]",1,0,0.00,0.00,"thumbcache.dll",
65,"[thumbcache.dll]",1,1,0.00,0.00,"thumbcache.dll",
62,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
61,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
61,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
60,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
59,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
58,"[KernelBase.dll]",13,13,0.03,0.03,"KernelBase.dll",
58,"[windows.storage.dll]",8,8,0.02,0.02,"windows.storage.dll",
58,"[SHCore.dll]",1,1,0.00,0.00,"SHCore.dll",
57,"[propsys.dll]",26,26,0.06,0.06,"propsys.dll",
57,"[DropboxExt.26.0.dll]",11,0,0.03,0.00,"DropboxExt.26.0.dll",
58,"[windows.storage.dll]",11,10,0.03,0.02,"windows.storage.dll",
59,"[DropboxExt.26.0.dll]",1,0,0.00,0.00,"DropboxExt.26.0.dll",
60,"[DropboxExt.26.0.dll]",1,0,0.00,0.00,"DropboxExt.26.0.dll",
61,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
57,"[KernelBase.dll]",6,6,0.01,0.01,"KernelBase.dll",
57,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
56,"[KernelBase.dll]",4,4,0.01,0.01,"KernelBase.dll",
56,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
55,"[propsys.dll]",8,7,0.02,0.02,"propsys.dll",
56,"[edputil.dll]",1,0,0.00,0.00,"edputil.dll",
57,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
55,"[DropboxExt.26.0.dll]",6,0,0.01,0.00,"DropboxExt.26.0.dll",
56,"[windows.storage.dll]",6,6,0.01,0.01,"windows.storage.dll",
55,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
55,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
54,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
54,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
51,"[policymanager.dll]",32,0,0.08,0.00,"policymanager.dll",
52,"[policymanager.dll]",32,0,0.08,0.00,"policymanager.dll",
53,"[policymanager.dll]",32,0,0.08,0.00,"policymanager.dll",
54,"[KernelBase.dll]",23,23,0.06,0.06,"KernelBase.dll",
54,"[policymanager.dll]",9,0,0.02,0.00,"policymanager.dll",
55,"[KernelBase.dll]",7,7,0.02,0.02,"KernelBase.dll",
55,"[policymanager.dll]",2,0,0.00,0.00,"policymanager.dll",
56,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
51,"[DropboxExt.26.0.dll]",8,0,0.02,0.00,"DropboxExt.26.0.dll",
52,"[windows.storage.dll]",5,5,0.01,0.01,"windows.storage.dll",
52,"[DropboxExt.26.0.dll]",2,0,0.00,0.00,"DropboxExt.26.0.dll",
53,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
52,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
51,"[clbcatq.dll]",6,0,0.01,0.00,"clbcatq.dll",
52,"[clbcatq.dll]",6,0,0.01,0.00,"clbcatq.dll",
53,"[clbcatq.dll]",6,0,0.01,0.00,"clbcatq.dll",
54,"[clbcatq.dll]",6,0,0.01,0.00,"clbcatq.dll",
55,"[clbcatq.dll]",5,0,0.01,0.00,"clbcatq.dll",
56,"[clbcatq.dll]",4,0,0.01,0.00,"clbcatq.dll",
57,"[clbcatq.dll]",4,0,0.01,0.00,"clbcatq.dll",
58,"[clbcatq.dll]",3,0,0.01,0.00,"clbcatq.dll",
59,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
59,"[clbcatq.dll]",1,0,0.00,0.00,"clbcatq.dll",
60,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
58,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
56,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
55,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
50,"[dui70.dll]",14,0,0.03,0.00,"dui70.dll",
51,"[dui70.dll]",14,0,0.03,0.00,"dui70.dll",
52,"[dui70.dll]",14,1,0.03,0.00,"dui70.dll",
53,"[user32.dll]",11,11,0.03,0.03,"user32.dll",
53,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
54,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
54,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
55,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
56,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
57,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
58,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
48,"[duser.dll]",17,0,0.04,0.00,"duser.dll",
49,"[dui70.dll]",17,0,0.04,0.00,"dui70.dll",
50,"[ExplorerFrame.dll]",17,0,0.04,0.00,"ExplorerFrame.dll",
51,"[dui70.dll]",17,0,0.04,0.00,"dui70.dll",
52,"[dui70.dll]",17,0,0.04,0.00,"dui70.dll",
53,"[dui70.dll]",17,0,0.04,0.00,"dui70.dll",
54,"[user32.dll]",9,9,0.02,0.02,"user32.dll",
54,"[dui70.dll]",8,1,0.02,0.00,"dui70.dll",
55,"[user32.dll]",6,6,0.01,0.01,"user32.dll",
55,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
56,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
47,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
48,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
49,"[kernel32.dll]",2,2,0.00,0.00,"kernel32.dll",
41,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
37,"[uxtheme.dll]",7,7,0.02,0.02,"uxtheme.dll",
37,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
37,"[gdi32full.dll]",1,1,0.00,0.00,"gdi32full.dll",
34,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
33,"[win32u.dll]",3,3,0.01,0.01,"win32u.dll",
28,"[atlthunk.dll]",163,0,0.39,0.00,"atlthunk.dll",
29,"[duser.dll]",163,0,0.39,0.00,"duser.dll",
30,"[user32.dll]",158,2,0.38,0.00,"user32.dll",
31,"[ExplorerFrame.dll]",156,0,0.37,0.00,"ExplorerFrame.dll",
32,"[comctl32.dll]",156,0,0.37,0.00,"comctl32.dll",
33,"[ExplorerFrame.dll]",156,0,0.37,0.00,"ExplorerFrame.dll",
34,"[ExplorerFrame.dll]",156,0,0.37,0.00,"ExplorerFrame.dll",
35,"[ExplorerFrame.dll]",156,0,0.37,0.00,"ExplorerFrame.dll",
36,"[ExplorerFrame.dll]",156,0,0.37,0.00,"ExplorerFrame.dll",
37,"[windows.storage.dll]",85,75,0.20,0.18,"windows.storage.dll",
38,"[clbcatq.dll]",9,0,0.02,0.00,"clbcatq.dll",
39,"[clbcatq.dll]",9,0,0.02,0.00,"clbcatq.dll",
40,"[clbcatq.dll]",9,0,0.02,0.00,"clbcatq.dll",
41,"[clbcatq.dll]",9,0,0.02,0.00,"clbcatq.dll",
42,"[clbcatq.dll]",8,1,0.02,0.00,"clbcatq.dll",
43,"[clbcatq.dll]",7,0,0.02,0.00,"clbcatq.dll",
44,"[clbcatq.dll]",7,0,0.02,0.00,"clbcatq.dll",
45,"[clbcatq.dll]",4,0,0.01,0.00,"clbcatq.dll",
46,"[clbcatq.dll]",2,0,0.00,0.00,"clbcatq.dll",
47,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
46,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
45,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
42,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
38,"[networkexplorer.dll]",1,0,0.00,0.00,"networkexplorer.dll",
39,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
37,"[ExplorerFrame.dll]",48,0,0.11,0.00,"ExplorerFrame.dll",
38,"[shell32.dll]",39,38,0.09,0.09,"shell32.dll",
39,"[DropboxExt.26.0.dll]",1,0,0.00,0.00,"DropboxExt.26.0.dll",
40,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
38,"[windows.storage.dll]",4,4,0.01,0.01,"windows.storage.dll",
38,"[user32.dll]",4,1,0.01,0.00,"user32.dll",
39,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
40,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
41,"[comctl32.dll]",2,2,0.00,0.00,"comctl32.dll",
40,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
38,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
37,"[shell32.dll]",19,19,0.05,0.05,"shell32.dll",
37,"[user32.dll]",3,1,0.01,0.00,"user32.dll",
38,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
39,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
40,"[comctl32.dll]",2,2,0.00,0.00,"comctl32.dll",
37,"[propsys.dll]",1,1,0.00,0.00,"propsys.dll",
30,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
31,"[shell32.dll]",5,5,0.01,0.01,"shell32.dll",
25,"[atlthunk.dll]",9,0,0.02,0.00,"atlthunk.dll",
26,"[duser.dll]",9,0,0.02,0.00,"duser.dll",
27,"[user32.dll]",9,2,0.02,0.00,"user32.dll",
28,"[dui70.dll]",7,0,0.02,0.00,"dui70.dll",
29,"[user32.dll]",7,7,0.02,0.02,"user32.dll",
24,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
25,"[uxtheme.dll]",2,2,0.00,0.00,"uxtheme.dll",
24,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
22,"[duser.dll]",11,0,0.03,0.00,"duser.dll",
23,"[dui70.dll]",6,0,0.01,0.00,"dui70.dll",
24,"[dui70.dll]",6,0,0.01,0.00,"dui70.dll",
25,"[dui70.dll]",6,0,0.01,0.00,"dui70.dll",
26,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
27,"[user32.dll]",5,5,0.01,0.01,"user32.dll",
26,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
23,"[duser.dll]",5,0,0.01,0.00,"duser.dll",
24,"[duser.dll]",5,0,0.01,0.00,"duser.dll",
25,"[duser.dll]",5,0,0.01,0.00,"duser.dll",
26,"[duser.dll]",5,0,0.01,0.00,"duser.dll",
27,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
28,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
29,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
30,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
31,"[user32.dll]",5,5,0.01,0.01,"user32.dll",
21,"[dui70.dll]",2,1,0.00,0.00,"dui70.dll",
22,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
23,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
24,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
20,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
21,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
22,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
23,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
23,"[uxtheme.dll]",2,2,0.00,0.00,"uxtheme.dll",
19,"[dui70.dll]",8,1,0.02,0.00,"dui70.dll",
20,"[dui70.dll]",7,0,0.02,0.00,"dui70.dll",
21,"[dui70.dll]",7,0,0.02,0.00,"dui70.dll",
22,"[uxtheme.dll]",5,5,0.01,0.01,"uxtheme.dll",
22,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
22,"[gdi32full.dll]",1,1,0.00,0.00,"gdi32full.dll",
18,"[dui70.dll]",4,1,0.01,0.00,"dui70.dll",
19,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
20,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
21,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
22,"[dui70.dll]",2,2,0.00,0.00,"dui70.dll",
19,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
20,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
16,"[uxtheme.dll]",11,11,0.03,0.03,"uxtheme.dll",
16,"[dui70.dll]",10,0,0.02,0.00,"dui70.dll",
17,"[dui70.dll]",9,0,0.02,0.00,"dui70.dll",
18,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
19,"[dui70.dll]",6,0,0.01,0.00,"dui70.dll",
20,"[user32.dll]",6,1,0.01,0.00,"user32.dll",
21,"[atlthunk.dll]",5,0,0.01,0.00,"atlthunk.dll",
22,"[duser.dll]",5,0,0.01,0.00,"duser.dll",
23,"[user32.dll]",5,0,0.01,0.00,"user32.dll",
24,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
25,"[user32.dll]",5,5,0.01,0.01,"user32.dll",
19,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
20,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
21,"[ntdll.dll]",3,3,0.01,0.01,"ntdll.dll",
17,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
18,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
19,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
20,"[duser.dll]",1,1,0.00,0.00,"duser.dll",
16,"[gdi32full.dll]",1,1,0.00,0.00,"gdi32full.dll",
15,"[ExplorerFrame.dll]",399,0,0.95,0.00,"ExplorerFrame.dll",
